source,page,year_of_occurrence,village_in_source,village,latitude,longitude,spontaneous/ formullaic,mari,translation_Russian,translation_German,translation_Latin,mari_marker,copula / retrospective marker,use,modal / non-modal,complement,semantics,modality type (vAP),modality type (descriptive categories),negation,question (true question),overt subject (who needs/ has to/ can),case of overt subject (who needs/ has to/ can),animacy,counted in corpus,counted in subcorpus,(im)personality
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"a jesl'i iktät ak čučep gə̈n'ə̈ , uže r'iskujə̑mə̑la kə̑rgə̑žmə̑la ə̑lə̑n tengeok, ma, tə̈də̈, ma , pandə̑vlälän mə̈ngeš kə̑rgə̑žmə̑la ə̑lə̑n tə̈škə̈lä , kə̑ce manšaš, pə̑t'unga l'in'im vanžen kemə̈lä .","А если никто не попадет, уже надо рисковать, надо было бежать так же, это, тот, это, за палками обратно надо было бежать туда, как сказать, линию петюнги надо было пересечь.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"a jesl'i iktät ak čučep gə̈n'ə̈ , uže r'iskujə̑mə̑la kə̑rgə̑žmə̑la ə̑lə̑n tengeok, ma, tə̈də̈, ma , pandə̑vlälän mə̈ngeš kə̑rgə̑žmə̑la ə̑lə̑n tə̈škə̈lä , kə̑ce manšaš, pə̑t'unga l'in'im vanžen kemə̈lä .","А если никто не попадет, уже надо рисковать, надо было бежать так же, это, тот, это, за палками обратно надо было бежать туда, как сказать, линию петюнги надо было пересечь.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"a jesl'i iktät ak čučep gə̈n'ə̈ , uže r'iskujə̑mə̑la kə̑rgə̑žmə̑la ə̑lə̑n tengeok, ma, tə̈də̈, ma , pandə̑vlälän mə̈ngeš kə̑rgə̑žmə̑la ə̑lə̑n tə̈škə̈lä , kə̑ce manšaš, pə̑t'unga l'in'im vanžen kemə̈lä .","А если никто не попадет, уже надо рисковать, надо было бежать так же, это, тот, это, за палками обратно надо было бежать туда, как сказать, линию петюнги надо было пересечь.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"ob'azat'el'nə̑ kə̑čaš keleš ə̑lə̑n, ken vactaraš agə̑l .","Обязательно надо было ловить, не ронять.",NA,NA,keläš,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"šagalmə̑la , šagal pospejə̈mlä tengelän edem don - edem don , vot .","Надо встать, встать успеть так с человеком - с человеком, вот.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"šagalmə̑la , šagal pospejə̈mlä tengelän edem don - edem don , vot .","Надо встать, встать успеть так с человеком - с человеком, вот.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,tə̈də̈m vanžə̑mla ə̑lə̑n doko .,Ее надо было пересечь.,NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"i vot tə̈rgə̈m-ciklä kl'etkä gə̈c kl'etkäškə̈ , tə̈də̈n don čučmə̑la .","И вот в классики от клетки к клетке, ею надо попадать",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"i kə̈čälmə̈lä , kə̑ce vot kə̈čäläš lieš ə̑lə̑n ?","И надо искать, как вот можно было найти?",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,deontic (game rules),0,yes,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kə̑nam минус тридцать – školə̑ š keäš ak kel , mä fs'o ravno ölicäškə̈ .","Когда минус тридцать – в школу не надо идти, мы все равно на улицу.",NA,NA,keläš,,predicate,modal,V,necessity,deontic,deontic (game rules),1,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,i čučmə̑la iktäžə̈ və̈kə̈.,И надо в кого-нибудь попасть.,NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"texen' strojen šə̈ndät texen' , nu , izi la ... pu laštə̑kvläm , kuzetät - tə̈škə̈ čučmə̑la .","Такие построят, такие, ну, маленькие кусо... деревянные кусочки, поднимешься [отойдешь на некоторое расстояние] и туда
надо попасть.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"čučmə̑la, tə̈də̈ - raz , cilä izi texen' pol'enä laštə̑kvlä šälänen keät vara .","Надо попасть, он – раз, все маленькие такие поленные кусочки рассыплются потом.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"korotkižə̈ tožə̑ texen'ok , čučmə̑la so tidə̈n kə̑taš pol'enä dono , so kə̈škə̈mlä .","Городки-то тоже так же надо попасть все такой длины полешками, всё время надо бросать.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"korotkižə̈ tožə̑ texen'ok , čučmə̑la so tidə̈n kə̑taš pol'enä dono , so kə̈škə̈mlä .","Городки-то тоже так же надо попасть все такой длины полешками, всё время надо бросать.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,čučaš keleš .,Надо попадать.,NA,NA,keläš,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"aga , tə̈š , šumə̑la tə̈škə̈ - ara štob šälänen vacšə̑ .","Ага, туда, надо бросать туда – чтобы куча рассыпалась.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tə̈ pandə̑m šuet , čučaš keleš pet'ungaškə̑, vot .","Эту палку бросаешь, надо попасть в петюнгу, вот.",NA,NA,keläš,,predicate,modal,V,necessity,deontic,deontic (game rules),0,no,no,no,hum,present-day,games,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,vara kə̈rpə̈cə̈m kal'aš keleš .,Потом кирпич калить надо.,NA,NA,keläš,,predicate,modal,V,necessity,external,external,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kapštam sanzaltaš manə̑n, pə̑škə̑də̑ … sanzaltə̑šašlə̑k jiš kapštam nälmə̈lä .","Капусту чтобы засолить, сочных сортов капусту надо взять.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,instruction (recipe),0,no,no,no,hum,present-day,recipes,impersonal
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tak ... ša ... šajə̑štaš keleš što … kelesäš keleš , что означает Акпарс ... akparsšə̑ mam oboznačaja ... .","Так... надо рассказать, надо сказать, что означает Акпарс... что обозначает Акпарс…",NA,NA,keläš,,predicate,modal,V,necessity,external,external,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"tak ... ša ... šajə̑štaš keleš što … kelesäš keleš , что означает Акпарс ... akparsšə̑ mam oboznačaja ... .","Так... надо рассказать, надо сказать, что означает Акпарс... что обозначает Акпарс…",NA,NA,keläš,,predicate,modal,V,necessity,external,external,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"Потому что kängə̈žə̈m f'ermə̑vläškə̈ nängeäš veremä uke , šudə̑m salen pə̈tärə̈mə̈kə̈ uže ə̑ržam tə̈redäš keleš ","Потому что летом на фермы везти времени нету, после сенокоса рожь убирать надо.",NA,NA,keläš,,predicate,modal,V,necessity,external,external,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kə̑nam prostə̑ tumajalat, kə̑nam keleš , vot ... .","Когда просто подумаешь, когда надо, вот…",NA,NA,keläš,,predicate,non-modal,N,need,NA,NA,0,no,no,no,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,šukə̑ tum ... mam ə̈štə̈mə̈lä .,Много [думать] надо.,NA,NA,mə̑la,,predicate,modal,V,necessity,external,external,0,no (yes?),no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,""" oo , - manam , - tidə̈ mə̈läm čə̈də̈, mə̈läm , - manam , - šukə̑ keleš "".","""О, - говорю, - этого мне мало, мне, - говорю, - много надо"".",NA,NA,keläš,,predicate,non-modal,N,need,NA,NA,0,no,yes,dat,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"pum kandenə̈t dä imn'ižə̈m tuaraš koltenə̈t ergə̈štə̈m , kogorak ergə̈štə̈m, i karem gač kemə̈lä .","
Дрова привезли и распрягать лошадь отправили сына, старшего сына, и надо было идти через овраг.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,external,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"ken vazə̑nna , iäš cacenä mam ə̈štenä , sedok ma keleš","Упали, стараемся плавать, что делаем, всё равно что-то надо делать.",NA,NA,keläš,,predicate,non-modal,N,need,NA,NA,0,no,no,no,,not counted,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"marə̑žə̑ maneš : « pə̈tärli kačkə̑ldalaš keleš », maneš , - «vara päšäm tə̈ngäläš».","Муж говорит: «Прежде всего покушать надо», - говорит, - «потом работу начать».",NA,NA,keläš,,predicate,modal,V,necessity,internal,internal,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,mə̈ngeš tolə̑t vele eče tə̈škä šajə̑k kemə̈lät ,"Только обратно придут, надо опять идти за кусты.",NA,NA,mə̑la,,predicate,modal,V,necessity,internal,bodily,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"podarkavläm puennä , cilä läškäm kačkə̑nna , ob'azat'el'nə̑ läškäm kartmə̑la ","Подарки подарили, всю лапшу покушали, обязательно надо было есть лапшу.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,tradition,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kü - пятнадцать kopekə̈m , kü - пять kopek , vot texen'ə̈ pištə̈mə̈lä , i ti äräkäm texen' izi cärkäm cilä jün koltə̑mə̑la","Кто - 15 копеек, кто - 5 копеек, вот так надо положить и эту водку, такую маленькую рюмку всю надо выпить.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,tradition,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"kü - пятнадцать kopekə̈m , kü - пять kopek , vot texen'ə̈ pištə̈mə̈lä , i ti äräkäm texen' izi cärkäm cilä jün koltə̑mə̑la","Кто - 15 копеек, кто - 5 копеек, вот так надо положить и эту водку, такую маленькую рюмку всю надо выпить.",NA,NA,mə̑la,,predicate,modal,V,necessity,deontic,tradition,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"vot süänə̈škə̈ tolmə̑la ves gänä , süän godə̑m .","Вот на свадьбу надо приехать в следующий раз, во время свадьбы.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,recommendation,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,vot postə̑m ob'azat'el'nə̑ sobl'udajaš keleš ,Вот пост обязательно надо соблюдать.,NA,NA,keläš,,predicate,modal,V,necessity,deontic,deontic,0,no,no,no,hum,present-day,,
Kashkin et al. 2019,NA,2016–2018,Kuznetsovo and surroundings,Kuznetsovo and surroundings,56.164722,46.713611,spontaneous,"pälä kə̑celä , man'ar t'emperaturə̑škə̑ šoktə̑mə̑la ə̑lə̑n .","Знал, как, до какой температуры надо было довести.",NA,NA,mə̑la,,predicate,modal,V,necessity,external,,0,no (indir),no,no,hum,present-day,,
